transaction_id,user_id,transaction_date,amount,transaction_type
1086,8377,2022-12-05,1384.75,purchase
1087,9870,2022-02-05,2684.7,withdrawal
1088,1835,2022-08-11,1370.92,deposit
1089,4628,2022-02-06,1929.39,withdrawal
1090,5568,2022-11-09,3882.82,deposit
1091,2011,2022-09-11,4271.88,deposit
1092,1290,2022-08-30,3695.25,purchase
1093,5571,2022-05-15,3225.39,deposit
1094,2610,2022-04-04,746.96,purchase
1095,2245,2022-01-27,3917.94,withdrawal
1096,7335,2022-01-01,3841.61,deposit
1097,5528,2022-09-15,968.04,withdrawal
1098,7540,2022-12-31,4009.8,deposit
1099,116,2022-11-14,622.16,withdrawal
1100,8127,2022-08-30,4744.28,deposit
1101,7066,2022-02-07,749.34,purchase
1102,2596,2022-07-15,3172.08,purchase
1103,7387,2022-07-13,3537.65,deposit
1104,1688,2022-03-29,4324.06,withdrawal
1105,4622,2022-06-01,1773.59,deposit
1106,5274,2022-09-24,1512.02,purchase
1107,4586,2022-06-27,4611.57,deposit
1108,3078,2022-12-02,1234.76,withdrawal
1109,6794,2022-02-28,3273.22,deposit
1110,4366,2022-03-10,4073.36,deposit
1111,6813,2022-12-09,2412.51,deposit
1112,5939,2022-08-20,3311.84,deposit
1113,6762,2022-09-20,394.05,withdrawal
1114,7096,2022-04-28,893.51,withdrawal
1115,2411,2022-02-05,3649.87,deposit
1116,2439,2022-03-28,2307.32,withdrawal
1117,6308,2022-12-05,4950.31,purchase
1118,6407,2022-09-07,14.77,deposit
1119,9767,2022-11-26,910.38,withdrawal
1120,3093,2022-01-02,4659.63,withdrawal
1121,6715,2022-11-25,2189.75,purchase
1122,6725,2022-09-03,354.67,purchase
1123,7728,2022-02-19,3047.17,withdrawal
1124,6879,2022-08-31,1850.42,deposit
1125,2744,2022-12-06,56.95,deposit
1126,225,2022-11-19,306.36,deposit
1127,3858,2022-11-08,1193.59,deposit
1128,349,2022-08-08,1643.2,deposit
1129,3240,2022-02-25,4640.12,withdrawal
1130,7939,2022-11-02,4912.37,purchase
1131,3220,2022-11-23,288.31,withdrawal
1132,9684,2022-09-28,2054.67,withdrawal
1133,2427,2022-01-04,2751.27,deposit
1134,4238,2022-02-02,1309.27,withdrawal
1135,8648,2022-04-03,712.51,withdrawal
1136,1295,2022-07-05,731.04,purchase
1137,4897,2022-05-27,2815.43,withdrawal
1138,6377,2022-07-25,1169.37,deposit
1139,6354,2022-06-22,1878.33,withdrawal
1140,8658,2022-02-03,2895.46,deposit
1141,2740,2022-05-10,2954.64,deposit
1142,9527,2022-10-09,3174.85,deposit
1143,7913,2022-06-05,4171.19,purchase
1144,4555,2022-11-07,553.7,deposit
1145,9826,2022-05-16,2303.53,withdrawal
1146,2119,2022-04-29,4887.66,withdrawal
1147,5202,2022-01-15,1724.93,purchase
1148,202,2022-04-28,3502.45,purchase
1149,9149,2022-01-14,2040.04,withdrawal
1150,4960,2022-05-10,2840.81,deposit
1151,1542,2022-07-14,4608.81,deposit
1152,5912,2022-07-09,644.15,purchase
1153,7575,2022-08-06,2791.59,withdrawal
1154,1100,2022-06-05,4768.06,deposit
1155,6506,2022-04-28,4212.33,purchase
1156,1648,2022-05-07,1433.54,purchase
1157,4511,2022-12-05,3546.28,purchase
1158,7021,2022-02-09,1978.99,purchase
1159,8661,2022-10-23,4263.47,purchase
1160,1643,2022-09-26,3737.15,withdrawal
1161,8131,2022-09-25,4268.01,withdrawal
1162,9399,2022-02-06,4159.45,deposit
1163,3647,2022-04-01,3778.11,purchase
1164,1807,2022-04-17,1284.32,purchase
1165,1927,2022-10-15,536.77,purchase
1166,6409,2022-02-04,3376.39,withdrawal
1167,7541,2022-01-29,4765.93,deposit
1168,7890,2022-02-24,952.46,deposit
1169,3361,2022-07-25,3904.07,deposit
1170,3154,2022-02-27,2311.08,withdrawal
1171,6416,2022-02-12,1384.27,deposit
1172,5019,2022-01-12,3755.09,deposit
1173,9804,2022-05-12,3682.76,withdrawal
1174,4987,2022-02-20,708.38,deposit
1175,7086,2022-05-01,3209.37,withdrawal
1176,1927,2022-11-08,2984.4,deposit
1177,6995,2022-02-24,2159.7,withdrawal
1178,1453,2022-12-09,4027.39,purchase
1179,6925,2022-02-16,928.85,withdrawal
1180,2886,2022-05-11,2970.05,withdrawal
1181,5136,2022-09-03,4196.59,withdrawal
1182,3808,2022-12-20,2725.24,deposit
1183,893,2022-05-21,126.43,withdrawal
1184,9813,2022-07-25,42.01,deposit
1185,6355,2022-03-05,2597.4,withdrawal
1186,7390,2022-06-23,3689.09,withdrawal
1187,2794,2022-04-01,2396.81,purchase
1188,1950,2022-10-02,540.31,purchase
1189,7708,2022-02-01,1907.37,deposit
1190,5863,2022-12-01,1893.69,purchase
1191,7922,2022-05-14,1668.73,deposit
1192,936,2022-01-30,4395.81,withdrawal
1193,5975,2022-06-07,3576.9,deposit
1194,5597,2022-01-24,1535.36,purchase
1195,7245,2022-09-06,588.11,deposit
1196,1534,2022-01-19,2202.33,purchase
1197,316,2022-03-21,2602.2,withdrawal
1198,1306,2022-03-14,914.6,purchase
1199,5609,2022-09-02,1148.92,deposit
1200,6669,2022-05-20,3689.69,purchase
1201,8295,2022-04-15,3672.95,withdrawal
1202,1837,2022-04-16,85.26,purchase
1203,7499,2022-06-29,60.23,purchase
1204,2398,2022-05-15,3907.0,deposit
1205,4817,2022-06-01,1882.2,withdrawal
1206,6936,2022-07-31,1825.21,withdrawal
1207,8011,2022-03-26,2254.54,withdrawal
1208,8797,2022-01-18,1659.38,purchase
1209,426,2022-07-04,250.68,deposit
1210,7310,2022-11-28,3812.05,withdrawal
1211,5913,2022-05-29,3433.35,deposit
1212,6660,2022-05-09,3624.58,deposit
1213,4238,2022-01-19,4345.43,purchase
1214,2812,2022-07-13,231.25,withdrawal
1215,9808,2022-12-04,4699.9,deposit
1216,9431,2022-02-22,3733.47,deposit
1217,3685,2022-01-16,2254.65,withdrawal
1218,3018,2022-01-08,382.26,withdrawal
1219,32,2022-06-22,2617.89,deposit
1220,6409,2022-07-07,796.78,purchase
1221,9440,2022-06-01,2149.23,purchase
1222,4015,2022-10-29,3741.09,withdrawal
1223,6239,2022-08-07,4166.96,deposit
1224,87,2022-05-16,2249.06,purchase
1225,127,2022-05-31,466.37,purchase
1226,3933,2022-03-16,3088.48,deposit
1227,413,2022-08-25,2190.72,deposit
1228,5892,2022-01-30,2205.72,deposit
1229,788,2022-07-20,311.54,purchase
1230,163,2022-06-04,1817.27,deposit
1231,2401,2022-10-13,777.43,withdrawal
1232,9775,2022-12-09,1972.25,deposit
1233,6344,2022-10-29,3081.69,deposit
1234,5355,2022-12-25,3747.17,withdrawal
1235,9417,2022-06-17,4358.58,purchase
1236,933,2022-09-20,3275.44,deposit
1237,8534,2022-07-22,1076.81,purchase
1238,1753,2022-10-02,4852.74,purchase
1239,5160,2022-05-10,3171.65,withdrawal
1240,3494,2022-04-18,4559.36,deposit
1241,3543,2022-02-01,1372.0,withdrawal
1242,2391,2022-02-18,1512.23,purchase
1243,1364,2022-06-27,855.13,deposit
1244,179,2022-07-27,4529.89,purchase
1245,7286,2022-06-17,644.0,withdrawal
1246,6056,2022-03-05,2106.82,withdrawal
1247,862,2022-06-26,2275.09,deposit
1248,243,2022-04-21,1315.32,deposit
1249,3437,2022-01-13,4560.43,purchase
1250,8147,2022-05-02,1227.09,withdrawal
1251,7007,2022-11-03,2768.49,purchase
1252,3345,2022-08-01,1702.67,purchase
1253,5549,2022-06-18,1147.74,deposit
1254,3473,2022-04-08,3997.77,deposit
1255,8024,2022-08-04,1663.17,purchase
1256,1443,2022-12-11,1389.8,deposit
1257,1471,2022-02-08,3539.49,withdrawal
1258,4450,2022-10-13,1643.66,withdrawal
1259,662,2022-04-19,1777.33,withdrawal
1260,8819,2022-12-08,2151.05,deposit
1261,2752,2022-03-16,1280.31,purchase
1262,6629,2022-06-08,1429.24,deposit
1263,9956,2022-06-21,4118.84,deposit
1264,6005,2022-04-07,532.9,withdrawal
1265,7018,2022-08-27,3758.42,deposit
1266,452,2022-08-10,2325.07,deposit
1267,5255,2022-12-20,1700.95,deposit
1268,3225,2022-04-29,3412.4,purchase
1269,456,2022-03-15,1041.24,withdrawal
1270,3525,2022-05-10,1787.85,purchase
1271,7573,2022-05-21,1361.57,withdrawal
1272,5620,2022-02-25,3582.82,purchase
1273,1590,2022-09-20,1549.9,withdrawal
1274,3504,2022-01-18,3026.52,withdrawal
1275,1383,2022-12-10,3995.6,withdrawal
1276,6066,2022-01-05,250.77,purchase
1277,960,2022-11-13,3738.12,purchase
1278,4307,2022-10-16,165.79,withdrawal
1279,9311,2022-12-13,2161.08,deposit
1280,7732,2022-08-10,174.13,deposit
1281,9686,2022-12-10,1857.2,deposit
1282,2371,2022-06-01,1978.06,deposit
1283,5284,2022-09-16,1022.36,purchase
1284,8579,2022-03-10,2865.36,withdrawal
1285,9607,2022-12-18,402.18,withdrawal
1286,7875,2022-06-05,4871.0,withdrawal
1287,1454,2022-01-07,1941.59,withdrawal
1288,8621,2022-05-10,1262.02,withdrawal
1289,4040,2022-08-24,484.0,withdrawal
1290,8636,2022-02-24,3775.53,deposit
1291,9278,2022-12-07,2992.96,deposit
1292,5428,2022-12-19,1707.29,withdrawal
1293,674,2022-03-31,1288.81,purchase
1294,620,2022-03-11,1306.24,purchase
1295,2143,2022-02-01,2260.4,purchase
1296,3911,2022-10-30,3226.5,withdrawal
1297,6368,2022-10-31,4675.7,purchase
1298,9805,2022-08-09,1155.73,withdrawal
1299,7703,2022-04-27,45.27,deposit
1300,2270,2022-09-28,2140.88,deposit
1301,6210,2022-12-12,2660.69,withdrawal
1302,6204,2022-03-04,4047.5,deposit
1303,1448,2022-08-10,4193.67,withdrawal
1304,9189,2022-12-11,2669.59,purchase
1305,5122,2022-11-22,608.04,purchase
1306,7479,2022-02-05,1445.84,withdrawal
1307,5795,2022-12-31,3173.57,deposit
1308,8966,2022-08-11,4162.35,purchase
1309,7923,2022-03-18,4218.78,purchase
1310,3331,2022-03-25,2037.74,deposit
1311,1847,2022-03-01,277.19,deposit
1312,6158,2022-06-26,2034.5,withdrawal
1313,5327,2022-10-10,1944.8,purchase
1314,8741,2022-02-10,156.37,withdrawal
1315,9469,2022-05-27,1424.82,deposit
1316,7548,2022-12-10,591.53,purchase
1317,3080,2022-05-06,4540.83,deposit
1318,3494,2022-05-11,2927.64,deposit
1319,4953,2022-12-26,957.18,withdrawal
1320,5569,2022-12-02,4129.85,deposit
1321,5513,2022-10-16,4820.76,withdrawal
1322,9540,2022-11-13,2390.69,purchase
1323,8130,2022-09-30,1980.48,purchase
1324,1889,2022-07-27,3771.03,purchase
1325,448,2022-04-12,2494.03,purchase
1326,4378,2022-10-20,751.84,purchase
1327,552,2022-07-05,1079.69,withdrawal
1328,3498,2022-06-16,1328.13,deposit
1329,9657,2022-07-28,86.74,deposit
1330,1543,2022-08-28,2632.97,purchase
1331,5946,2022-06-03,2955.67,withdrawal
1332,9926,2022-02-10,982.62,withdrawal
1333,8595,2022-11-10,2875.72,withdrawal
1334,4363,2022-09-19,4989.67,purchase
1335,4166,2022-03-30,2340.94,deposit
1336,7473,2022-12-06,1450.74,purchase
1337,6419,2022-03-02,3783.59,deposit
1338,6519,2022-12-26,1631.54,deposit
1339,5948,2022-01-07,2616.79,deposit
1340,1287,2022-03-17,2859.82,withdrawal
1341,3757,2022-10-22,2608.27,withdrawal
1342,3913,2022-09-07,4155.25,withdrawal
1343,5903,2022-04-26,1397.23,purchase
1344,6657,2022-03-07,1355.86,withdrawal
1345,3366,2022-07-05,124.72,purchase
1346,7583,2022-12-20,4998.61,deposit
1347,6735,2022-09-23,2616.14,purchase
1348,815,2022-06-13,1266.33,deposit
1349,4652,2022-07-11,202.38,purchase
1350,3465,2022-03-08,1737.11,deposit
1351,1778,2022-03-14,2581.92,withdrawal
1352,8197,2022-11-26,47.54,withdrawal
1353,6842,2022-05-10,3214.69,purchase
1354,7104,2022-03-26,4933.79,deposit
1355,1705,2022-02-27,2662.82,withdrawal
1356,7814,2022-04-10,1307.36,purchase
1357,1319,2022-01-22,1353.28,withdrawal
1358,8423,2022-03-04,2866.87,purchase
1359,9124,2022-02-18,2086.86,deposit
1360,1264,2022-02-23,3636.61,purchase
1361,7386,2022-03-01,2116.34,withdrawal
1362,7031,2022-12-07,2918.82,withdrawal
1363,5420,2022-09-08,3251.98,withdrawal
1364,7287,2022-07-11,234.7,withdrawal
1365,7409,2022-10-29,3856.23,withdrawal
1366,6515,2022-01-16,1360.62,purchase
1367,1110,2022-06-02,1408.88,purchase
1368,1232,2022-04-17,1037.17,withdrawal
1369,451,2022-06-28,1633.8,withdrawal
1370,7356,2022-09-25,2606.43,deposit
1371,2940,2022-11-12,2349.99,withdrawal
1372,1349,2022-10-10,3834.58,purchase
1373,9146,2022-02-15,3325.73,deposit
1374,3832,2022-11-11,37.87,purchase
1375,600,2022-01-09,2231.83,deposit
1376,8976,2022-10-28,2531.62,deposit
1377,9097,2022-01-18,1227.23,deposit
1378,8046,2022-11-14,864.02,purchase
1379,216,2022-12-15,1700.09,purchase
1380,3286,2022-10-15,342.39,deposit
1381,1929,2022-09-04,3036.41,purchase
1382,8941,2022-12-20,4721.98,purchase
1383,8629,2022-03-01,71.21,deposit
1384,4870,2022-06-21,3943.84,deposit
1385,1977,2022-07-04,623.23,withdrawal
1386,4999,2022-07-10,2867.27,deposit
1387,6756,2022-09-25,4518.86,purchase
1388,72,2022-08-04,1984.35,deposit
1389,2775,2022-10-03,1419.33,deposit
1390,4031,2022-10-16,783.42,withdrawal
1391,7782,2022-11-04,1348.61,deposit
1392,754,2022-04-17,3885.97,withdrawal
1393,153,2022-08-10,283.72,withdrawal
1394,9332,2022-11-16,2621.68,deposit
1395,2519,2022-07-18,4554.74,deposit
1396,9995,2022-08-24,2187.16,purchase
1397,9128,2022-04-01,1750.68,deposit
1398,4588,2022-10-15,2746.36,deposit
1399,962,2022-07-01,4416.2,deposit
1400,4898,2022-09-22,2902.84,purchase
1401,714,2022-11-23,830.26,deposit
1402,1674,2022-07-02,4008.1,withdrawal
1403,2294,2022-08-19,374.85,withdrawal
1404,4191,2022-11-18,2931.71,withdrawal
1405,937,2022-08-15,1488.03,deposit
1406,1377,2022-07-13,2980.83,withdrawal
1407,1735,2022-01-03,2979.63,withdrawal
1408,5520,2022-01-13,4763.07,withdrawal
1409,2011,2022-10-06,708.34,deposit
1410,677,2022-04-08,840.48,withdrawal
1411,4051,2022-01-18,329.05,deposit
1412,6370,2022-10-22,4859.57,withdrawal
1413,725,2022-11-10,1263.34,deposit
1414,508,2022-01-22,4749.68,deposit
1415,3501,2022-07-31,1247.99,purchase
1416,927,2022-04-22,3758.31,purchase
1417,9216,2022-12-22,3765.31,purchase
1418,9585,2022-02-02,1324.39,purchase
1419,6812,2022-05-18,271.6,deposit
1420,1681,2022-09-14,2043.21,withdrawal
1421,9088,2022-09-17,1602.42,purchase
1422,6186,2022-05-01,2379.25,deposit
1423,8594,2022-06-11,3389.86,deposit
1424,9410,2022-09-13,3623.32,withdrawal
1425,5659,2022-08-16,3854.5,withdrawal
1426,6706,2022-11-06,1572.05,deposit
1427,2833,2022-10-27,1189.75,purchase
1428,9634,2022-06-07,3606.47,purchase
1429,5336,2022-06-20,970.12,deposit
1430,7912,2022-04-21,350.42,withdrawal
1431,5904,2022-05-17,3190.63,withdrawal
1432,4697,2022-11-28,3007.19,purchase
1433,9889,2022-05-21,2385.81,purchase
1434,9235,2022-05-18,989.0,withdrawal
1435,8301,2022-05-25,2922.2,deposit
1436,8690,2022-12-09,1404.46,withdrawal
1437,2285,2022-04-30,878.38,withdrawal
1438,3944,2022-11-28,2048.54,deposit
1439,162,2022-10-09,1153.27,withdrawal
1440,2675,2022-01-12,390.06,purchase
1441,4161,2022-09-13,1742.27,deposit
1442,1434,2022-03-01,1431.67,withdrawal
1443,3762,2022-11-03,2893.8,withdrawal
1444,7104,2022-10-23,4862.93,purchase
1445,4262,2022-06-23,1859.0,purchase
1446,6714,2022-04-06,3866.5,purchase
1447,3331,2022-09-07,2683.68,purchase
1448,1265,2022-10-13,3207.35,deposit
1449,9502,2022-04-09,4936.96,purchase
1450,5974,2022-04-07,4150.2,deposit
1451,3178,2022-03-27,1058.66,purchase
1452,8468,2022-01-26,4368.95,purchase
1453,1305,2022-03-16,924.41,withdrawal
1454,5426,2022-02-23,969.17,purchase
1455,3569,2022-01-29,2017.42,withdrawal
1456,6259,2022-05-25,1985.51,purchase
1457,8761,2022-11-08,3455.7,deposit
1458,8149,2022-07-23,4930.09,purchase
1459,3301,2022-10-26,3717.35,deposit
1460,1645,2022-10-25,3065.66,purchase
1461,402,2022-11-17,218.75,withdrawal
1462,3211,2022-04-04,81.73,withdrawal
1463,2477,2022-09-19,4738.3,withdrawal
1464,5659,2022-12-09,3251.41,purchase
1465,1732,2022-09-19,1148.14,purchase
1466,8323,2022-09-07,48.29,withdrawal
1467,2783,2022-01-13,3033.4,withdrawal
1468,3779,2022-03-08,4367.5,withdrawal
1469,5687,2022-03-17,3545.06,withdrawal
1470,3440,2022-09-29,2580.86,deposit
1471,8614,2022-05-22,2812.25,deposit
1472,872,2022-10-01,1657.37,purchase
1473,4532,2022-05-06,607.0,purchase
1474,3097,2022-09-27,360.76,withdrawal
1475,6291,2022-10-02,4166.76,withdrawal
1476,3405,2022-06-11,3371.61,purchase
1477,4607,2022-02-08,1691.61,withdrawal
1478,485,2022-04-19,4576.77,deposit
1479,507,2022-11-10,4575.17,withdrawal
1480,5292,2022-07-22,4730.08,deposit
1481,8111,2022-11-10,4367.38,withdrawal
1482,3027,2022-02-08,3114.59,deposit
1483,4226,2022-01-29,865.07,withdrawal
1484,5370,2022-01-04,1598.5,withdrawal
1485,4686,2022-02-02,3118.85,withdrawal
1486,5496,2022-08-29,2354.65,withdrawal
1487,8675,2022-12-06,4814.81,purchase
1488,5632,2022-11-12,846.52,purchase
1489,3497,2022-03-08,1608.19,withdrawal
1490,6058,2022-12-05,3242.59,purchase
1491,9289,2022-05-01,3587.5,deposit
1492,6962,2022-08-15,3414.77,purchase
1493,9813,2022-12-22,570.0,purchase
1494,6214,2022-04-26,264.15,deposit
1495,5456,2022-04-21,502.03,withdrawal
1496,1149,2022-12-20,1907.2,deposit
1497,5583,2022-08-24,4619.95,withdrawal
1498,5950,2022-05-07,3705.62,withdrawal
1499,8771,2022-10-11,3342.29,withdrawal
1500,4444,2022-08-04,4488.62,purchase
1501,2085,2022-04-28,1993.32,purchase
1502,3264,2022-07-09,2169.44,deposit
1503,9699,2022-03-11,1571.21,deposit
1504,73,2022-03-18,911.54,deposit
1505,4868,2022-12-14,2777.28,withdrawal
1506,2611,2022-07-30,574.92,deposit
1507,8367,2022-07-24,3747.1,purchase
1508,5704,2022-09-27,1886.04,purchase
1509,1968,2022-01-31,1226.11,deposit
1510,4376,2022-07-31,706.88,deposit
1511,1126,2022-02-24,1419.08,purchase
1512,7198,2022-06-05,4264.87,withdrawal
1513,6706,2022-07-31,2863.0,deposit
1514,1422,2022-12-08,351.54,withdrawal
1515,2810,2022-05-06,381.35,withdrawal
1516,1500,2022-08-27,119.43,withdrawal
1517,8770,2022-02-05,458.13,deposit
1518,927,2022-06-22,2575.26,withdrawal
1519,6034,2022-02-16,4527.47,withdrawal
1520,648,2022-10-02,2979.33,withdrawal
1521,5682,2022-06-14,2642.4,withdrawal
1522,1777,2022-01-23,192.8,deposit
1523,2667,2022-08-16,817.33,purchase
1524,7475,2022-03-25,3393.28,purchase
1525,5045,2022-02-15,434.52,withdrawal
1526,7975,2022-11-02,3061.22,purchase
1527,6305,2022-01-23,3030.08,deposit
1528,3373,2022-11-14,2797.71,purchase
1529,9629,2022-09-06,4065.37,deposit
1530,2892,2022-02-01,4554.94,deposit
1531,2344,2022-06-07,3937.17,purchase
1532,8905,2022-12-27,1962.67,withdrawal
1533,1484,2022-05-13,1615.24,deposit
1534,1846,2022-07-05,3340.4,withdrawal
1535,1943,2022-10-03,4583.2,purchase
1536,4137,2022-02-05,1674.25,purchase
1537,4209,2022-07-03,2538.53,withdrawal
1538,5842,2022-04-10,3932.01,deposit
1539,1600,2022-11-08,2351.93,withdrawal
1540,9928,2022-09-16,4213.68,purchase
1541,2680,2022-04-24,200.38,purchase
1542,8756,2022-09-03,4961.07,deposit
1543,5523,2022-09-13,4853.8,withdrawal
1544,5622,2022-07-18,1666.03,purchase
1545,1696,2022-09-05,1411.8,withdrawal
1546,4030,2022-10-17,1424.81,deposit
1547,8219,2022-06-17,3577.76,purchase
1548,9918,2022-07-20,4129.35,purchase
1549,7235,2022-07-23,4115.37,purchase
1550,1954,2022-12-02,960.18,purchase
1551,2328,2022-12-19,1166.51,deposit
1552,9887,2022-07-30,2563.93,purchase
1553,5000,2022-07-05,3349.56,withdrawal
1554,7099,2022-05-17,1494.78,purchase
1555,9837,2022-01-16,3621.96,deposit
1556,4934,2022-01-31,3581.07,purchase
1557,1538,2022-06-06,1257.68,deposit
1558,1256,2022-07-28,3882.23,purchase
1559,56,2022-01-03,2240.91,deposit
1560,8913,2022-08-02,3043.94,deposit
1561,6139,2022-09-01,4698.85,deposit
1562,7738,2022-05-08,4426.83,purchase
1563,3563,2022-10-06,4390.7,purchase
1564,9009,2022-11-29,3000.9,withdrawal
1565,3990,2022-03-20,2425.86,purchase
1566,5038,2022-03-29,4938.81,deposit
1567,7549,2022-07-02,3660.25,deposit
1568,7902,2022-10-17,2066.51,deposit
1569,2778,2022-09-30,825.15,deposit
1570,2059,2022-07-05,1638.35,withdrawal
1571,2196,2022-01-29,3297.76,withdrawal
1572,9663,2022-04-26,803.23,purchase
1573,7514,2022-11-30,3462.79,purchase
1574,9575,2022-10-13,1854.76,purchase
1575,9206,2022-09-19,2436.2,withdrawal
1576,3535,2022-09-17,771.91,withdrawal
1577,2705,2022-11-23,3544.07,purchase
1578,4026,2022-01-19,583.75,withdrawal
1579,2347,2022-07-14,12.02,deposit
1580,9060,2022-04-29,177.66,withdrawal
1581,6868,2022-05-14,3868.15,purchase
1582,7591,2022-04-08,2251.0,deposit
1583,1690,2022-07-09,2146.26,deposit
1584,3819,2022-02-14,592.38,deposit
1585,6746,2022-03-12,2930.49,purchase
1586,7229,2022-03-20,4975.17,deposit
1587,4945,2022-03-20,1630.48,withdrawal
1588,5539,2022-07-17,2443.09,deposit
1589,8973,2022-11-06,389.27,purchase
1590,4141,2022-04-17,1304.2,deposit
1591,2694,2022-10-22,1558.46,purchase
1592,5010,2022-09-09,2370.85,deposit
1593,4887,2022-02-03,3818.76,purchase
1594,310,2022-05-28,1918.21,deposit
1595,3379,2022-01-14,1083.4,withdrawal
1596,9354,2022-08-26,3932.63,purchase
1597,3270,2022-02-12,3753.53,purchase
1598,4399,2022-09-22,1160.7,withdrawal
1599,3443,2022-05-16,2620.53,withdrawal
1600,1113,2022-09-06,3280.01,purchase
1601,3888,2022-01-06,3858.45,deposit
1602,7245,2022-06-18,1162.76,withdrawal
1603,3495,2022-08-06,3600.5,withdrawal
1604,7860,2022-05-22,4807.27,purchase
1605,965,2022-11-17,4435.73,withdrawal
1606,8989,2022-12-09,2500.47,withdrawal
1607,9297,2022-05-17,85.71,withdrawal
1608,2515,2022-01-16,1613.22,purchase
1609,2799,2022-01-20,1205.11,purchase
1610,1598,2022-06-13,159.72,deposit
1611,6472,2022-03-04,1402.66,withdrawal
1612,8703,2022-06-10,2964.87,deposit
1613,8871,2022-07-28,3969.52,withdrawal
1614,9071,2022-08-05,867.44,withdrawal
1615,9435,2022-08-27,2586.71,deposit
1616,8994,2022-03-12,4850.92,withdrawal
1617,2551,2022-07-23,3744.43,deposit
1618,9693,2022-08-11,351.69,deposit
1619,3742,2022-01-12,683.56,purchase
1620,7644,2022-12-05,4234.66,deposit
1621,3567,2022-08-21,1750.91,deposit
1622,1752,2022-01-03,2382.67,deposit
1623,4356,2022-03-06,2160.95,withdrawal
